선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
851237712,V. 카스테야노스,ST,아크로바틱 피니셔,아르헨티나,오른발,3,웨스트 햄 유나이티드,라티움,,,,,,,
851237942,P. 에스투피냔,LB,체이서,에콰도르,왼발,3,밀라노 FC,브라이턴 호브 앨비언,비야레알 CF,왓퍼드,오사수나,RCD 마요르카,그라나다 CF,우디네세,
851238756,J. 라르센,ST,크로스 포쳐,노르웨이,오른발,3,크리스털 팰리스,울버햄프턴 원더러스,셀타 비고,밀라노 FC,,,,,
851238900,E. 데미로비치,ST,아크로바틱 피니셔,보스니아 헤르체고비나,오른발,4,VfB 슈투트가르트,FC 아우크스부르크,SC 프라이부르크,데포르티보 알라베스,RB 라이프치히,,,,
851239231,마르크 쿠쿠레야,LB,2개의 심장,스페인,왼발,3,첼시,브라이턴 호브 앨비언,헤타페 CF,FC 바르셀로나,SD 에이바르,,,,
851239367,로빈 하크,LW,라인 브레이커,독일,오른발,4,보루시아 묀헨글라트바흐,아르미니아 빌레펠트,TSG 호펜하임,,,,,,
851240359,오마르 알데레테,CB,파이터,파라과이,왼발,3,헤타페 CF,헤르타 BSC,발렌시아 CF,,,,,,
851240947,타이릭 미첼,LWB,와일드 태클러,잉글랜드,왼발,3,크리스털 팰리스,,,,,,,,
851240953,N. 테날리아,RB,파이터,아르헨티나,오른발,3,데포르티보 알라베스,,,,,,,,
851241084,루이스 디아스,LW,크로스 포쳐,콜롬비아,오른발,4,바이에른 뮌헨,리버풀,FC 포르투,,,,,,
851241096,산드로 토날리,CDM,파이터,이탈리아,오른발,4,뉴캐슬 유나이티드,밀라노 FC,,,,,,,
851241159,마크 게히,CB,와일드 태클러,잉글랜드,오른발,4,맨체스터 시티,크리스털 팰리스,첼시,,,,,,
851241522,요나스 빈,ST,크로스 포쳐,덴마크,오른발,3,VfL 볼프스부르크,FC 코펜하겐,,,,,,,
851241637,A. 추아메니,CDM,체이서,프랑스,오른발,3,레알 마드리드,AS 모나코,,,,,,,
851241721,하파엘 레앙,LW,라인 브레이커,포르투갈,오른발,4,밀라노 FC,LOSC 릴,스포르팅 CP,,,,,,
851242458,A. 도우비크,ST,크로스 포쳐,우크라이나,왼발,4,AS 로마,디나모 키이우,,,,,,,
851242633,M. 프렌드루프,CDM,체이서,덴마크,오른발,3,제노아,,,,,,,,
851242641,R. 아이트-누리,LWB,체이서,알제리,왼발,3,맨체스터 시티,울버햄프턴 원더러스,앙제 SCO,,,,,,
851243014,브라이언 음뵈모,RW,아크로바틱 피니셔,카메룬,왼발,3,맨체스터 유나이티드,,,,,,,,
851243057,니코 윌리엄스,LB,와일드 태클러,웨일스,오른발,3,리버풀,풀럼,,,,,,,
851243576,페드로 포로,RB,체이서,스페인,오른발,3,토트넘 홋스퍼,스포르팅 CP,레알 바야돌리드,맨체스터 시티,,,,,
851243580,로이스 오펜다,ST,라인 브레이커,벨기에,양발,5,유벤투스,RB 라이프치히,RC 랑스,,,,,,
851244067,막상스 라크루아,CB,와일드 태클러,프랑스,오른발,2,크리스털 팰리스,VfL 볼프스부르크,,,,,,,
851244257,J. 부르카르트,ST,크로스 포쳐,독일,양발,5,아인트라흐트 프랑크푸르트,,,,,,,,
851244349,요안 바스케스,CB,와일드 태클러,멕시코,왼발,2,제노아,,,,,,,,
851245155,모하메드 쿠두스,LW,라인 브레이커,가나,왼발,4,토트넘 홋스퍼,웨스트 햄 유나이티드,아약스,,,,,,
851245336,맥스 킬먼,CB,와일드 태클러,잉글랜드,왼발,4,웨스트 햄 유나이티드,울버햄프턴 원더러스,,,,,,,
851246618,아담 흘로제크,ST,아크로바틱 피니셔,체코,양발,5,TSG 호펜하임,바이엘 04 레버쿠젠,스파르타 프라하,,,,,,
851247851,브루누 기마랑이스,CDM,2개의 심장,브라질,오른발,3,뉴캐슬 유나이티드,올랭피크 리옹,,,,,,,
851248148,수비멘디,CDM,2개의 심장,스페인,오른발,4,아스널,레알 소시에다드,,,,,,,
851250723,K. 코네,CM,체이서,프랑스,오른발,3,AS 로마,보루시아 묀헨글라트바흐,,,,,,,
851251421,브레넌 존슨,RW,크로스 포쳐,웨일스,오른발,4,크리스털 팰리스,토트넘 홋스퍼,,,,,,,
851251566,가브리엘 마르티넬리,LW,라인 브레이커,브라질,오른발,4,아스널,,,,,,,,
851254243,엘리엇 앤더슨,CM,와일드 태클러,잉글랜드,오른발,4,뉴캐슬 유나이티드,,,,,,,,
851256292,얀 쇠프너,CDM,2개의 심장,독일,오른발,3,,,,,,,,,
851256612,에바니우송,ST,아크로바틱 피니셔,브라질,오른발,4,FC 포르투,,,,,,,,
851257191,안톤 슈타흐,CDM,체이서,독일,양발,5,리즈 유나이티드,TSG 호펜하임,,,,,,,
851257278,아르튀르 테아트,CB,파이터,벨기에,왼발,3,아인트라흐트 프랑크푸르트,스타드 렌,볼로냐,,,,,,
851257470,안토니 엘랑가,RW,라인 브레이커,스웨덴,양발,5,뉴캐슬 유나이티드,맨체스터 유나이티드,,,,,,,
851258908,얀 폴 반헤커,CB,와일드 태클러,네덜란드,오른발,3,브라이턴 호브 앨비언,토트넘 홋스퍼,블랙번 로버스,,,,,,
851259066,F. 보요모,CB,체이서,카메룬,오른발,2,오사수나,레알 바야돌리드,,,,,,,
851259197,니콜라스 잭슨,ST,라인 브레이커,세네갈,오른발,3,바이에른 뮌헨,첼시,비야레알 CF,,,,,,
851259848,J. 아람부루,RB,와일드 태클러,베네수엘라,오른발,3,레알 소시에다드,,,,,,,,
851260290,마빈 피어링어,ST,크로스 포쳐,독일,오른발,3,SC 프라이부르크,,,,,,,,
851260592,베냐민 셰슈코,ST,크로스 포쳐,슬로베니아,오른발,4,맨체스터 유나이티드,RB 라이프치히,레드불 잘츠부르크,,,,,,
851260926,케빈 샤데,LW,라인 브레이커,독일,오른발,4,SC 프라이부르크,,,,,,,,
851261654,O. 엘힐랄리,RB,와일드 태클러,모로코,오른발,3,RCD 에스파뇰,,,,,,,,
851262118,T. 리브라멘토,RB,2개의 심장,잉글랜드,오른발,4,뉴캐슬 유나이티드,사우샘프턴,첼시,,,,,,
851262394,S. 뵈케마,CB,체이서,네덜란드,오른발,3,SSC 나폴리,볼로냐,,,,,,,
851262402,세르지 카르도나,LB,체이서,스페인,왼발,3,비야레알 CF,,,,,,,,
851263765,톰 비쇼프,CM,와일드 태클러,독일,왼발,3,바이에른 뮌헨,TSG 호펜하임,,,,,,,
851264697,모하메드 아무라,CF,라인 브레이커,알제리,오른발,3,VfL 볼프스부르크,,,,,,,,
851265726,세사르 타레가,CB,파이터,스페인,오른발,3,발렌시아 CF,레알 바야돌리드,,,,,,,
851268474,로렌초 루카,ST,크로스 포쳐,이탈리아,오른발,3,SSC 나폴리,우디네세,아약스,,,,,,
851268804,마리오 힐라,CB,와일드 태클러,스페인,오른발,3,라티움,레알 마드리드,,,,,,,
851268896,H. 라르손,CM,아크로바틱 피니셔,스웨덴,오른발,3,아인트라흐트 프랑크푸르트,,,,,,,,
851269181,디에고 코폴라,CB,와일드 태클러,이탈리아,오른발,3,브라이턴 호브 앨비언,엘라스 베로나,,,,,,,
851270857,마테우스 페르난데스,CAM,2개의 심장,포르투갈,오른발,4,웨스트 햄 유나이티드,사우샘프턴,스포르팅 CP,,,,,,
851272500,카를로스 발레바,CDM,파이터,카메룬,왼발,3,브라이턴 호브 앨비언,LOSC 릴,,,,,,,
851276295,티에르노 바리,ST,크로스 포쳐,프랑스,오른발,4,에버턴,비야레알 CF,,,,,,,
851278016,무릴루,CB,체이서,브라질,왼발,3,,,,,,,,,
852000246,폴 스콜스,CM,크로스 포쳐,잉글랜드,오른발,4,맨체스터 유나이티드,,,,,,,,
852000488,올리버 칸,GK,GK 빠른 반응,독일,오른발,2,바이에른 뮌헨,,,,,,,,
852001088,알레산드로 네스타,CB,체이서,이탈리아,오른발,3,밀라노 FC,라티움,,,,,,,
852001183,파비오 칸나바로,CB,와일드 태클러,이탈리아,오른발,3,유벤투스,레알 마드리드,롬바르디아 FC,파르마,SSC 나폴리,,,,
852001419,파트리크 비에이라,CDM,2개의 심장,프랑스,오른발,3,맨체스터 시티,롬바르디아 FC,유벤투스,아스널,밀라노 FC,,,,
852004202,젠나로 가투소,CDM,파이터,이탈리아,오른발,3,밀라노 FC,레인저스,,,,,,,
852004231,히바우두,CAM,크로스 포쳐,브라질,왼발,3,밀라노 FC,FC 바르셀로나,,,,,,,
852005471,프랭크 램파드,CAM,2개의 심장,잉글랜드,오른발,4,맨체스터 시티,첼시,웨스트 햄 유나이티드,,,,,,
852006235,파벨 네드베드,LM,2개의 심장,체코,양발,5,유벤투스,라티움,스파르타 프라하,,,,,,
852007518,베론,CAM,아크로바틱 피니셔,아르헨티나,오른발,4,롬바르디아 FC,첼시,맨체스터 유나이티드,라티움,파르마,삼프도리아,,,
852007826,로빈 반페르시,ST,크로스 포쳐,네덜란드,왼발,4,페예노르트,맨체스터 유나이티드,아스널,,,,,,
852009676,사뮈엘 에토,ST,크로스 포쳐,카메룬,오른발,4,삼프도리아,에버턴,첼시,롬바르디아 FC,FC 바르셀로나,RCD 마요르카,레알 마드리드,RCD 에스파뇰,
852010264,뤼트 반니스텔로이,ST,크로스 포쳐,네덜란드,오른발,3,함부르크 SV,레알 마드리드,맨체스터 유나이티드,,,,,,
852011141,미로슬라프 클로제,ST,크로스 포쳐,독일,오른발,4,라티움,바이에른 뮌헨,베르더 브레멘,,,,,,
852013383,나카타 히데토시,CAM,아크로바틱 피니셔,일본,오른발,4,피오렌티나,볼로냐,파르마,AS 로마,,,,,
852013743,스티븐 제라드,RM,아크로바틱 피니셔,잉글랜드,오른발,4,LA 갤럭시,리버풀,,,,,,,
852028765,제 호베르투,CM,2개의 심장,브라질,왼발,3,함부르크 SV,바이에른 뮌헨,바이엘 04 레버쿠젠,레알 마드리드,,,,,
852031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,오른발,4,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
852034079,애슐리 콜,LB,체이서,잉글랜드,왼발,3,LA 갤럭시,AS 로마,첼시,크리스털 팰리스,아스널,,,,
852037576,호나우두,ST,아크로바틱 피니셔,브라질,양발,5,밀라노 FC,레알 마드리드,롬바르디아 FC,FC 바르셀로나,,,,,
852053302,다니엘레 데로시,CDM,파이터,이탈리아,오른발,4,AS 로마,,,,,,,,
852138123,에스테반 캄비아소,CDM,2개의 심장,아르헨티나,왼발,4,레스터 시티,롬바르디아 FC,레알 마드리드,,,,,,
852150418,마리오 고메스,ST,크로스 포쳐,독일,오른발,4,VfB 슈투트가르트,VfL 볼프스부르크,피오렌티나,바이에른 뮌헨,,,,,
852166149,우고 산체스,ST,크로스 포쳐,멕시코,왼발,4,레알 마드리드,,,,,,,,
852166676,루디 펠러,ST,라인 브레이커,독일,오른발,4,바이엘 04 레버쿠젠,올랭피크 마르세유,AS 로마,베르더 브레멘,,,,,
852167198,에릭 칸토나,CF,아크로바틱 피니셔,프랑스,오른발,4,맨체스터 유나이티드,리즈 유나이티드,몽펠리에 HSC,올랭피크 마르세유,,,,,
852170320,L. 데실베스트리,RB,체이서,이탈리아,오른발,3,볼로냐,토리노,삼프도리아,피오렌티나,라티움,,,,
852171877,마레크 함시크,CAM,2개의 심장,슬로바키아,양발,5,SSC 나폴리,,,,,,,,
852176580,루이스 수아레스,ST,크로스 포쳐,우루과이,양발,5,FC 바르셀로나,리버풀,아약스,,,,,,
852176944,마루안 펠라이니,CM,파이터,벨기에,오른발,3,산둥 타이산,맨체스터 유나이티드,에버턴,,,,,,
852178509,올리비에 지루,ST,크로스 포쳐,프랑스,왼발,3,LOSC 릴,밀라노 FC,첼시,아스널,몽펠리에 HSC,,,,
852183711,조던 헨더슨,CDM,체이서,잉글랜드,오른발,3,아약스,리버풀,,,,,,,
852186942,일카이 귄도안,CM,아크로바틱 피니셔,독일,오른발,4,갈라타사라이,맨체스터 시티,FC 바르셀로나,보루시아 도르트문트,,,,,
852188350,마르코 로이스,CAM,라인 브레이커,독일,양발,5,LA 갤럭시,보루시아 도르트문트,보루시아 묀헨글라트바흐,,,,,,
852188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
852188567,P. 오바메양,ST,크로스 포쳐,가봉,오른발,4,올랭피크 마르세유,첼시,FC 바르셀로나,아스널,보루시아 도르트문트,AS 생테티엔,AS 모나코,LOSC 릴,밀라노 FC
852189505,페드로,LW,라인 브레이커,스페인,양발,5,라티움,AS 로마,첼시,FC 바르셀로나,,,,,
852189596,토마스 뮐러,RW,크로스 포쳐,독일,양발,5,바이에른 뮌헨,,,,,,,,
852190048,게르트 뮐러,ST,크로스 포쳐,독일,양발,5,바이에른 뮌헨,,,,,,,,
852191189,로타어 마테우스,CM,2개의 심장,독일,양발,5,바이에른 뮌헨,롬바르디아 FC,보루시아 묀헨글라트바흐,,,,,,
852191208,차범근,ST,라인 브레이커,대한민국,양발,5,바이엘 04 레버쿠젠,아인트라흐트 프랑크푸르트,,,,,,,
852192387,치로 임모빌레,ST,크로스 포쳐,이탈리아,오른발,4,볼로냐,라티움,세비야 FC,토리노,보루시아 도르트문트,유벤투스,제노아,,
852197891,후안미,LW,크로스 포쳐,스페인,오른발,3,헤타페 CF,레알 베티스,카디스 CF,레알 소시에다드,사우샘프턴,,,,
852200159,S. 오르테가,GK,GK 빠른 반응,독일,오른발,4,맨체스터 시티,아르미니아 빌레펠트,,,,,,,
852204638,빌리 오르반,CB,파이터,헝가리,오른발,3,RB 라이프치히,,,,,,,,
852205070,포르투,RW,라인 브레이커,스페인,오른발,4,헤타페 CF,레알 소시에다드,발렌시아 CF,,,,,,
852205452,안토니오 뤼디거,CB,체이서,독일,오른발,3,레알 마드리드,첼시,AS 로마,VfB 슈투트가르트,,,,,
852208333,엠레 잔,CB,파이터,독일,오른발,4,보루시아 도르트문트,유벤투스,리버풀,바이엘 04 레버쿠젠,바이에른 뮌헨,,,,
852208830,제이미 바디,ST,라인 브레이커,잉글랜드,양발,5,레스터 시티,,,,,,,,
852211110,파울로 디발라,CF,아크로바틱 피니셔,아르헨티나,왼발,3,AS 로마,유벤투스,,,,,,,
852213991,제페르손 레르마,CDM,파이터,콜롬비아,오른발,4,크리스털 팰리스,레반테 UD,,,,,,,
852214100,루드 굴리트,CF,크로스 포쳐,네덜란드,양발,5,첼시,삼프도리아,밀라노 FC,페예노르트,,,,,
852214267,게리 리네커,ST,라인 브레이커,잉글랜드,오른발,4,토트넘 홋스퍼,FC 바르셀로나,에버턴,레스터 시티,,,,,
852216201,이냐키 윌리암스,RW,아크로바틱 피니셔,가나,오른발,3,아틀레틱 빌바오,,,,,,,,
852222492,리로이 사네,LW,라인 브레이커,독일,왼발,3,갈라타사라이,바이에른 뮌헨,맨체스터 시티,,,,,,
852223885,알렉산더 뉘벨,GK,GK 빠른 반응,독일,양발,5,VfB 슈투트가르트,바이에른 뮌헨,AS 모나코,,,,,,
852224179,보르하 이글레시아스,ST,크로스 포쳐,스페인,오른발,3,셀타 비고,레알 베티스,바이엘 04 레버쿠젠,RCD 에스파뇰,비야레알 CF,,,,
852225375,콘라트 라이머,CDM,체이서,오스트리아,오른발,3,바이에른 뮌헨,RB 라이프치히,레드불 잘츠부르크,,,,,,
852225659,기도 로드리게스,CDM,와일드 태클러,아르헨티나,오른발,4,발렌시아 CF,웨스트 햄 유나이티드,레알 베티스,,,,,,
852225782,A. 메이틀랜드-나일스,RWB,체이서,잉글랜드,오른발,3,올랭피크 리옹,사우샘프턴,아스널,AS 로마,웨스트 브로미치 앨비언,,,,
852226790,윌프레드 은디디,CDM,2개의 심장,나이지리아,오른발,4,레스터 시티,KRC 겡크,,,,,,,
852228295,롭 홀딩,CB,파이터,잉글랜드,오른발,3,크리스털 팰리스,셰필드 유나이티드,아스널,,,,,,
852228579,베냐민 헨릭스,RB,체이서,독일,오른발,4,RB 라이프치히,AS 모나코,바이엘 04 레버쿠젠,,,,,,
852228702,프렝키 더용,CM,크로스 포쳐,네덜란드,오른발,3,FC 바르셀로나,아약스,,,,,,,
852228941,안드레 실바,ST,크로스 포쳐,포르투갈,오른발,3,엘체 CF,RB 라이프치히,베르더 브레멘,레알 소시에다드,아인트라흐트 프랑크푸르트,밀라노 FC,세비야 FC,FC 포르투,
852229880,에런 완-비사카,RB,와일드 태클러,콩고 민주 공화국,오른발,2,웨스트 햄 유나이티드,맨체스터 유나이티드,크리스털 팰리스,,,,,,
852230025,보비 찰턴,LW,2개의 심장,잉글랜드,양발,5,맨체스터 유나이티드,,,,,,,,
852230666,가브리엘 제주스,ST,크로스 포쳐,브라질,오른발,4,아스널,맨체스터 시티,,,,,,,
852231184,구루세타,ST,크로스 포쳐,스페인,오른발,4,아틀레틱 빌바오,,,,,,,,
852231207,존 루쿠미,CB,체이서,콜롬비아,왼발,4,볼로냐,KRC 겡크,,,,,,,
852232119,차을라르 쇠윈쥐,CB,체이서,튀르키예,오른발,4,레스터 시티,SC 프라이부르크,,,,,,,
852232411,C. 은쿤쿠,CF,라인 브레이커,프랑스,오른발,4,밀라노 FC,첼시,RB 라이프치히,파리 생제르맹,,,,,
852233419,하피냐,LW,라인 브레이커,브라질,왼발,4,FC 바르셀로나,리즈 유나이티드,스타드 렌,스포르팅 CP,,,,,
852233486,로뱅 르노르망,CB,와일드 태클러,스페인,오른발,3,레알 소시에다드,,,,,,,,
852233700,잔루카 비알리,ST,크로스 포쳐,이탈리아,양발,5,첼시,유벤투스,삼프도리아,,,,,,
852233731,알렉산데르 이사크,ST,아크로바틱 피니셔,스웨덴,양발,5,리버풀,뉴캐슬 유나이티드,레알 소시에다드,보루시아 도르트문트,,,,,
852234574,디오구 달로,RB,체이서,포르투갈,오른발,4,맨체스터 유나이티드,밀라노 FC,FC 포르투,,,,,,
852235353,이스마일라 사르,CAM,크로스 포쳐,세네갈,오른발,3,크리스털 팰리스,올랭피크 마르세유,왓퍼드,스타드 렌,FC 메스,,,,
852236461,장-필리프 마테타,ST,크로스 포쳐,프랑스,오른발,4,크리스털 팰리스,올랭피크 리옹,,,,,,,
852237238,스콧 맥토미니,CDM,2개의 심장,스코틀랜드,오른발,3,SSC 나폴리,맨체스터 유나이티드,,,,,,,
852237646,다니엘 무뇨스,RWB,와일드 태클러,콜롬비아,오른발,3,크리스털 팰리스,KRC 겡크,,,,,,,
852237678,이브라히마 코나테,CB,파이터,프랑스,오른발,3,리버풀,RB 라이프치히,,,,,,,
852237692,필 포든,LW,크로스 포쳐,잉글랜드,왼발,4,맨체스터 시티,,,,,,,,
852238744,웨스턴 매케니,CM,2개의 심장,미국,오른발,3,유벤투스,리즈 유나이티드,,,,,,,
852238900,E. 데미로비치,ST,크로스 포쳐,보스니아 헤르체고비나,오른발,4,VfB 슈투트가르트,FC 아우크스부르크,SC 프라이부르크,데포르티보 알라베스,RB 라이프치히,,,,
852239340,율리안 샤보트,CB,와일드 태클러,독일,왼발,2,VfB 슈투트가르트,삼프도리아,스페치아,RB 라이프치히,,,,,
852239580,브레메르,CB,파이터,브라질,오른발,2,유벤투스,토리노,,,,,,,
852240130,에데르 밀리탕,CB,파이터,브라질,오른발,3,레알 마드리드,FC 포르투,,,,,,,
852241159,마크 게히,CB,와일드 태클러,잉글랜드,오른발,4,맨체스터 시티,크리스털 팰리스,첼시,,,,,,
852241461,페란 토레스,ST,라인 브레이커,스페인,오른발,4,FC 바르셀로나,맨체스터 시티,발렌시아 CF,,,,,,
852241486,쥘 쿤데,RB,체이서,프랑스,오른발,3,FC 바르셀로나,세비야 FC,,,,,,,
852244067,막상스 라크루아,CB,와일드 태클러,프랑스,오른발,2,크리스털 팰리스,VfL 볼프스부르크,,,,,,,
852244675,산세트,CAM,크로스 포쳐,스페인,오른발,4,아틀레틱 빌바오,,,,,,,,
852246430,두샨 블라호비치,ST,라인 브레이커,세르비아,왼발,4,유벤투스,피오렌티나,,,,,,,
852247394,데얀 쿨루세브스키,CF,2개의 심장,스웨덴,왼발,4,토트넘 홋스퍼,유벤투스,파르마,베르가모 칼초,,,,,
852247703,이언 러시,ST,라인 브레이커,웨일스,양발,5,셰필드 유나이티드,뉴캐슬 유나이티드,리즈 유나이티드,리버풀,유벤투스,,,,
852248146,이언 라이트,ST,라인 브레이커,잉글랜드,오른발,4,번리,셀틱,웨스트 햄 유나이티드,아스널,크리스털 팰리스,,,,
852248243,E. 카마빙가,CDM,와일드 태클러,프랑스,왼발,3,레알 마드리드,스타드 렌,,,,,,,
852248550,비비안,CB,체이서,스페인,오른발,2,아틀레틱 빌바오,,,,,,,,
852248695,웨슬리 포파나,CB,체이서,프랑스,오른발,3,첼시,레스터 시티,AS 생테티엔,,,,,,
852250959,안젤로 슈틸러,CDM,아크로바틱 피니셔,독일,왼발,3,VfB 슈투트가르트,TSG 호펜하임,바이에른 뮌헨,,,,,,
852252021,테이스 달링하,ST,크로스 포쳐,네덜란드,오른발,4,볼로냐,,,,,,,,
852253149,제레미 프림퐁,RWB,라인 브레이커,네덜란드,오른발,3,리버풀,바이엘 04 레버쿠젠,셀틱,,,,,,
852253163,R. 아라우호,CB,체이서,우루과이,오른발,3,FC 바르셀로나,,,,,,,,
852255223,아민 아들리,LW,라인 브레이커,모로코,왼발,3,바이엘 04 레버쿠젠,,,,,,,,
852262394,S. 뵈케마,CB,체이서,네덜란드,오른발,3,SSC 나폴리,볼로냐,,,,,,,
852263617,베냐트 프라도스,CDM,파이터,스페인,오른발,3,아틀레틱 빌바오,,,,,,,,
852268438,가르나초,RW,라인 브레이커,아르헨티나,오른발,4,첼시,맨체스터 유나이티드,,,,,,,
852274967,욘 아르네 리세,LB,2개의 심장,노르웨이,왼발,2,풀럼,AS 로마,리버풀,AS 모나코,,,,,
853073466,야잔,CB,체이서,요르단,양발,5,FC 서울,,,,,,,,
853199231,김태환,RB,파이터,대한민국,오른발,3,전북 현대 모터스,울산 HD FC,김천 상무,성남 FC,FC 서울,,,,
853213189,주민규,ST,크로스 포쳐,대한민국,양발,5,대전 하나 시티즌,울산 HD FC,제주 SK FC,서울 이랜드,김천 상무,,,,
853227791,이태희,RB,와일드 태클러,대한민국,오른발,3,FC 안양,대구 FC,성남 FC,김천 상무,,,,,
853232065,김동준,GK,GK 빠른 반응,대한민국,오른발,3,제주 SK FC,대전 하나 시티즌,성남 FC,,,,,,
853232595,고승범,CM,2개의 심장,대한민국,양발,5,수원 삼성 블루윙즈,울산 HD FC,김천 상무,대구 FC,,,,,
853233078,싸박,ST,아크로바틱 피니셔,시리아,왼발,4,수원 FC,,,,,,,,
853233711,토마스,CB,2개의 심장,네덜란드,왼발,3,FC 안양,,,,,,,,
853238089,이유현,CM,2개의 심장,대한민국,양발,5,강원 FC,전북 현대 모터스,김천 상무,전남 드래곤즈,,,,,
853242004,전진우,RW,라인 브레이커,대한민국,오른발,4,전북 현대 모터스,수원 삼성 블루윙즈,김천 상무,,,,,,
853243672,김태현,LB,체이서,대한민국,오른발,4,전북 현대 모터스,전남 드래곤즈,김천 상무,안산 그리너스 FC,서울 이랜드,,,,
853243673,박진섭,CDM,파이터,대한민국,오른발,3,전북 현대 모터스,대전 하나 시티즌,안산 그리너스 FC,,,,,,
853245848,카이오,CB,체이서,브라질,왼발,3,대구 FC,,,,,,,,
853247844,이재원,CDM,와일드 태클러,대한민국,오른발,4,수원 FC,강원 FC,성남 FC,,,,,,
853255500,서민우,CDM,2개의 심장,대한민국,오른발,3,강원 FC,김천 상무,,,,,,,
853260396,박상혁,ST,크로스 포쳐,대한민국,오른발,4,강원 FC,김천 상무,,,,,,,
853260474,김봉수,CDM,와일드 태클러,대한민국,오른발,2,대전 하나 시티즌,제주 SK FC,김천 상무,,,,,,
853261078,어정원,LB,파이터,대한민국,양발,5,포항 스틸러스,부산 아이파크,,,,,,,
853261115,이호재,ST,크로스 포쳐,대한민국,오른발,3,포항 스틸러스,,,,,,,,
853262447,콤파뇨,ST,크로스 포쳐,이탈리아,오른발,4,전북 현대 모터스,톈진 진먼후,,,,,,,
853263034,안톤,CB,체이서,아제르바이잔,왼발,4,대전 하나 시티즌,,,,,,,,
853268895,강상윤,CM,2개의 심장,대한민국,오른발,3,전북 현대 모터스,수원 FC,부산 아이파크,,,,,,
853272733,오베르단,CDM,2개의 심장,브라질,오른발,4,전북 현대 모터스,포항 스틸러스,,,,,,,
853272992,모따,ST,크로스 포쳐,브라질,왼발,3,전북 현대 모터스,FC 안양,,,,,,,
854203376,버질 반다이크,CB,블로커,"네덜란드, 국가대표",오른발,3,리버풀,사우샘프턴,셀틱,,,,,,
854230621,잔루이지 돈나룸마,GK,GK 공중볼 장악,"이탈리아, 국가대표",오른발,3,맨체스터 시티,파리 생제르맹,밀라노 FC,,,,,,
854231443,우스만 뎀벨레,ST,스피드스터,"프랑스, 국가대표",양발,5,파리 생제르맹,FC 바르셀로나,보루시아 도르트문트,스타드 렌,,,,,
854231747,킬리안 음바페,ST,스피드스터,"프랑스, 국가대표",오른발,4,레알 마드리드,파리 생제르맹,AS 모나코,,,,,,
854234378,데클런 라이스,CM,커맨더,"잉글랜드, 국가대표",오른발,3,아스널,웨스트 햄 유나이티드,,,,,,,
854239085,엘링 홀란,ST,아크로바틱 피니셔,"노르웨이, 국가대표",왼발,4,맨체스터 시티,보루시아 도르트문트,레드불 잘츠부르크,,,,,,
854241486,쥘 쿤데,RB,체이서,"프랑스, 국가대표",오른발,3,FC 바르셀로나,세비야 FC,,,,,,,
854243715,윌리암 살리바,CB,블로커,"프랑스, 국가대표",오른발,3,아스널,올랭피크 마르세유,OGC 니스,AS 생테티엔,,,,,
854251854,페드리,CDM,커맨더,"스페인, 국가대표",양발,5,FC 바르셀로나,,,,,,,,
854252145,누누 멘데스,LB,체이서,"포르투갈, 국가대표",왼발,4,파리 생제르맹,스포르팅 CP,,,,,,,
854255253,비티냐,CM,커맨더,"포르투갈, 국가대표",오른발,3,파리 생제르맹,FC 포르투,울버햄프턴 원더러스,,,,,,
855020801,크리스티아누 호날두,ST,아크로바틱 피니셔,"포르투갈, 국가대표",양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
855158023,리오넬 메시,ST,크로스 포쳐,"아르헨티나, 국가대표",왼발,4,파리 생제르맹,FC 바르셀로나,,,,,,,
855165153,카림 벤제마,ST,크로스 포쳐,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
855167495,마누엘 노이어,GK,GK 빠른 반응,독일,오른발,4,바이에른 뮌헨,,,,,,,,
855188545,레반도프스키,ST,크로스 포쳐,"폴란드, 국가대표",양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
855192119,티보 쿠르투아,GK,GK 빠른 반응,벨기에,왼발,3,레알 마드리드,첼시,KRC 겡크,,,,,,
855192505,로멜루 루카쿠,ST,크로스 포쳐,벨기에,왼발,4,SSC 나폴리,첼시,AS 로마,롬바르디아 FC,맨체스터 유나이티드,에버턴,웨스트 브로미치 앨비언,,
855200104,손흥민,ST,라인 브레이커,대한민국,양발,5,토트넘 홋스퍼,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
855200389,얀 오블라크,GK,GK 공중볼 장악,슬로베니아,오른발,3,SL 벤피카,,,,,,,,
855202126,해리 케인,ST,크로스 포쳐,"잉글랜드, 국가대표",양발,5,바이에른 뮌헨,토트넘 홋스퍼,레스터 시티,,,,,,
855207865,마르키뉴스,CB,커맨더,브라질,오른발,3,파리 생제르맹,AS 로마,,,,,,,
855209331,모하메드 살라,RM,크로스 포쳐,이집트,왼발,4,리버풀,AS 로마,첼시,피오렌티나,,,,,
