선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
846138412,제임스 밀너,CM,2개의 심장,잉글랜드,오른발,4,브라이턴 호브 앨비언,리버풀,맨체스터 시티,애스턴 빌라,뉴캐슬 유나이티드,리즈 유나이티드,,,
846139720,빈센트 콤파니,CB,와일드 태클러,벨기에,오른발,3,맨체스터 시티,함부르크 SV,,,,,,,
846143001,카를로스 테베스,CF,없음,아르헨티나,오른발,4,상하이 선화,유벤투스,맨체스터 시티,맨체스터 유나이티드,웨스트 햄 유나이티드,,,,
846156616,프랑크 리베리,LW,아크로바틱 피니셔,프랑스,양발,5,피오렌티나,바이에른 뮌헨,올랭피크 마르세유,갈라타사라이,FC 메스,,,,
846164835,우카시 파비안스키,GK,없음,폴란드,오른발,2,웨스트 햄 유나이티드,아스널,,,,,,,
846165153,카림 벤제마,ST,크로스 포쳐,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
846170890,블레즈 마튀이디,CM,체이서,프랑스,왼발,3,유벤투스,파리 생제르맹,AS 생테티엔,,,,,,
846173731,가레스 베일,RW,라인 브레이커,웨일스,왼발,3,토트넘 홋스퍼,레알 마드리드,사우샘프턴,,,,,,
846176944,마루안 펠라이니,CM,크로스 포쳐,벨기에,오른발,3,산둥 타이산,맨체스터 유나이티드,에버턴,,,,,,
846177003,루카 모드리치,CM,2개의 심장,크로아티아,양발,5,밀라노 FC,레알 마드리드,토트넘 홋스퍼,디나모 자그레브,,,,,
846181291,조르지뇨 베이날둠,CM,크로스 포쳐,네덜란드,오른발,4,파리 생제르맹,AS 로마,리버풀,뉴캐슬 유나이티드,페예노르트,,,,
846183277,에덴 아자르,CAM,라인 브레이커,벨기에,양발,5,레알 마드리드,첼시,LOSC 릴,,,,,,
846184943,하미레스,LM,2개의 심장,브라질,오른발,3,첼시,SL 벤피카,,,,,,,
846186345,키어런 트리피어,RB,없음,잉글랜드,오른발,4,뉴캐슬 유나이티드,아틀레티코 마드리드,토트넘 홋스퍼,번리,맨체스터 시티,,,,
846186627,마리오 발로텔리,ST,크로스 포쳐,이탈리아,오른발,4,제노아,올랭피크 마르세유,OGC 니스,리버풀,밀라노 FC,맨체스터 시티,롬바르디아 FC,,
846188335,안테 부디미르,ST,크로스 포쳐,크로아티아,왼발,4,오사수나,RCD 마요르카,삼프도리아,,,,,,
846188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
846188567,P. 오바메양,LW,크로스 포쳐,가봉,오른발,4,올랭피크 마르세유,첼시,FC 바르셀로나,아스널,보루시아 도르트문트,AS 생테티엔,AS 모나코,LOSC 릴,밀라노 FC
846189881,크리스 스몰링,CB,없음,잉글랜드,오른발,3,AS 로마,맨체스터 유나이티드,풀럼,,,,,,
846190053,페터 슈마이켈,GK,없음,덴마크,오른발,3,맨체스터 시티,애스턴 빌라,스포르팅 CP,맨체스터 유나이티드,,,,,
846190460,크리스티안 에릭센,CAM,없음,덴마크,양발,5,VfL 볼프스부르크,맨체스터 유나이티드,롬바르디아 FC,토트넘 홋스퍼,아약스,,,,
846192119,티보 쿠르투아,GK,없음,벨기에,왼발,3,레알 마드리드,첼시,아틀레티코 마드리드,KRC 겡크,,,,,
846192505,로멜루 루카쿠,ST,크로스 포쳐,벨기에,왼발,4,SSC 나폴리,첼시,AS 로마,롬바르디아 FC,맨체스터 유나이티드,에버턴,웨스트 브로미치 앨비언,,
846192985,케빈 더브라위너,CM,없음,벨기에,양발,5,SSC 나폴리,맨체스터 시티,VfL 볼프스부르크,첼시,베르더 브레멘,KRC 겡크,,,
846193080,데헤아,GK,GK 빠른 반응,스페인,오른발,3,피오렌티나,맨체스터 유나이티드,아틀레티코 마드리드,,,,,,
846193747,코케,CDM,2개의 심장,스페인,오른발,4,아틀레티코 마드리드,,,,,,,,
846197781,이스코,CAM,없음,스페인,오른발,4,레알 베티스,세비야 FC,레알 마드리드,발렌시아 CF,,,,,
846199564,세르지 로베르토,CM,크로스 포쳐,스페인,오른발,4,FC 바르셀로나,,,,,,,,
846200104,손흥민,LW,라인 브레이커,대한민국,양발,5,토트넘 홋스퍼,바이엘 04 레버쿠젠,함부르크 SV,,,,,,
846200724,나초 페르난데스,CB,없음,스페인,오른발,4,레알 마드리드,,,,,,,,
846202811,에미 마르티네스,GK,없음,아르헨티나,오른발,4,애스턴 빌라,아스널,헤타페 CF,울버햄프턴 원더러스,,,,,
846203376,버질 반다이크,CB,와일드 태클러,네덜란드,오른발,3,리버풀,사우샘프턴,셀틱,,,,,,
846208421,사울,CM,와일드 태클러,스페인,왼발,4,세비야 FC,아틀레티코 마드리드,첼시,,,,,,
846208722,사디오 마네,LW,라인 브레이커,세네갈,양발,5,바이에른 뮌헨,리버풀,사우샘프턴,레드불 잘츠부르크,FC 메스,,,,
846210514,주앙 칸셀루,RB,와일드 태클러,포르투갈,오른발,4,FC 바르셀로나,맨체스터 시티,바이에른 뮌헨,유벤투스,롬바르디아 FC,발렌시아 CF,SL 벤피카,,
846211110,파울로 디발라,CAM,크로스 포쳐,아르헨티나,왼발,3,AS 로마,유벤투스,,,,,,,
846211117,델리 알리,CAM,크로스 포쳐,잉글랜드,오른발,3,에버턴,토트넘 홋스퍼,,,,,,,
846212831,알리송,GK,GK 빠른 반응,브라질,오른발,3,리버풀,AS 로마,,,,,,,
846213135,디보크 오리기,ST,크로스 포쳐,벨기에,양발,5,밀라노 FC,리버풀,VfL 볼프스부르크,LOSC 릴,,,,,
846214997,앙헬 코레아,RW,크로스 포쳐,아르헨티나,오른발,4,아틀레티코 마드리드,,,,,,,,
846216267,앤드루 로버트슨,LB,파이터,스코틀랜드,왼발,2,리버풀,,,,,,,,
846216460,J. 히메네스,CB,와일드 태클러,우루과이,오른발,3,아틀레티코 마드리드,,,,,,,,
846221660,빅토르 린델뢰프,CB,없음,스웨덴,오른발,4,애스턴 빌라,맨체스터 유나이티드,SL 벤피카,,,,,,
846225953,스테번 베르흐바인,CF,라인 브레이커,네덜란드,오른발,3,아약스,토트넘 홋스퍼,,,,,,,
846226110,니콜라 페페,RW,없음,코트디부아르,왼발,3,비야레알 CF,아스널,OGC 니스,LOSC 릴,앙제 SCO,,,,
846228618,페를랑 멘디,LB,체이서,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
846231281,T. 알렉산더-아놀드,RB,와일드 태클러,잉글랜드,오른발,4,레알 마드리드,리버풀,,,,,,,
846231677,마커스 래시포드,LW,라인 브레이커,잉글랜드,오른발,3,FC 바르셀로나,맨체스터 유나이티드,애스턴 빌라,,,,,,
846237238,스콧 맥토미니,CM,와일드 태클러,스코틀랜드,오른발,3,SSC 나폴리,맨체스터 유나이티드,,,,,,,
846242519,에우제비우,CF,라인 브레이커,포르투갈,양발,5,SL 벤피카,,,,,,,,
846243812,호드리구,RW,크로스 포쳐,브라질,오른발,4,레알 마드리드,,,,,,,,
846266801,해리 큐얼,CF,없음,호주,왼발,3,갈라타사라이,리버풀,리즈 유나이티드,,,,,,
846274967,욘 아르네 리세,LM,없음,노르웨이,왼발,2,풀럼,AS 로마,리버풀,AS 모나코,,,,,
848000027,조 콜,RW,없음,잉글랜드,양발,5,애스턴 빌라,웨스트 햄 유나이티드,LOSC 릴,리버풀,첼시,,,,
848000041,이니에스타,CM,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
848000240,로이 킨,CDM,와일드 태클러,아일랜드,오른발,3,셀틱,맨체스터 유나이티드,,,,,,,
848000246,폴 스콜스,CM,아크로바틱 피니셔,잉글랜드,오른발,4,맨체스터 유나이티드,,,,,,,,
848000388,솔 캠벨,CB,없음,잉글랜드,오른발,3,뉴캐슬 유나이티드,아스널,토트넘 홋스퍼,,,,,,
848000488,올리버 칸,GK,GK 빠른 반응,독일,오른발,2,바이에른 뮌헨,,,,,,,,
848001041,하비에르 사네티,CDM,2개의 심장,아르헨티나,오른발,4,롬바르디아 FC,,,,,,,,
848001179,잔루이지 부폰,GK,없음,이탈리아,오른발,2,파르마,유벤투스,파리 생제르맹,,,,,,
848001238,프란체스코 토티,CF,없음,이탈리아,양발,5,AS 로마,,,,,,,,
848001397,지네딘 지단,LM,없음,프랑스,양발,5,레알 마드리드,유벤투스,,,,,,,
848001419,파트리크 비에이라,CDM,와일드 태클러,프랑스,오른발,3,맨체스터 시티,롬바르디아 FC,유벤투스,아스널,밀라노 FC,,,,
848001605,로베르 피레스,LM,없음,프랑스,오른발,4,애스턴 빌라,비야레알 CF,아스널,올랭피크 마르세유,FC 메스,,,,
848001625,티에리 앙리,ST,라인 브레이커,프랑스,오른발,4,아스널,FC 바르셀로나,유벤투스,AS 모나코,,,,,
848001668,클로드 마켈렐레,CDM,와일드 태클러,프랑스,오른발,3,파리 생제르맹,첼시,레알 마드리드,셀타 비고,올랭피크 마르세유,FC 낭트,,,
848003622,히카르두 카르발류,CB,없음,포르투갈,오른발,3,상하이 하이강,AS 모나코,레알 마드리드,첼시,FC 포르투,,,,
848004000,데니스 베르캄프,CF,없음,네덜란드,양발,5,아스널,롬바르디아 FC,아약스,,,,,,
848005471,프랭크 램파드,CAM,없음,잉글랜드,오른발,4,맨체스터 시티,첼시,웨스트 햄 유나이티드,,,,,,
848005589,루이스 피구,CAM,없음,포르투갈,오른발,4,롬바르디아 FC,레알 마드리드,FC 바르셀로나,스포르팅 CP,,,,,
848005740,야프 스탐,CB,와일드 태클러,네덜란드,오른발,3,아약스,밀라노 FC,라티움,맨체스터 유나이티드,,,,,
848006975,프레디 융베리,RM,없음,스웨덴,양발,5,셀틱,웨스트 햄 유나이티드,아스널,,,,,,
848007289,리오 퍼디난드,CB,와일드 태클러,잉글랜드,오른발,3,맨체스터 유나이티드,리즈 유나이티드,웨스트 햄 유나이티드,,,,,,
848007512,에르난 크레스포,ST,라인 브레이커,아르헨티나,양발,5,파르마,제노아,롬바르디아 FC,밀라노 FC,첼시,라티움,,,
848009676,사뮈엘 에토,ST,라인 브레이커,카메룬,오른발,4,삼프도리아,에버턴,첼시,롬바르디아 FC,FC 바르셀로나,RCD 마요르카,레알 마드리드,RCD 에스파뇰,
848010535,차비,CM,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
848013038,카를레스 푸욜,CB,와일드 태클러,스페인,오른발,3,FC 바르셀로나,,,,,,,,
848016619,이반 코르도바,CB,와일드 태클러,콜롬비아,오른발,3,롬바르디아 FC,,,,,,,,
848020801,크리스티아누 호날두,ST,크로스 포쳐,포르투갈,양발,5,맨체스터 유나이티드,유벤투스,레알 마드리드,스포르팅 CP,,,,,
848021146,마이클 캐릭,CDM,없음,잉글랜드,오른발,4,맨체스터 유나이티드,토트넘 홋스퍼,웨스트 햄 유나이티드,,,,,,
848026709,라파엘 마르케스,CB,없음,멕시코,오른발,3,엘라스 베로나,FC 바르셀로나,AS 모나코,,,,,,
848028130,호나우지뉴,LW,없음,브라질,오른발,4,밀라노 FC,FC 바르셀로나,파리 생제르맹,,,,,,
848030110,디미타르 베르바토프,ST,아크로바틱 피니셔,불가리아,오른발,3,AS 모나코,풀럼,맨체스터 유나이티드,토트넘 홋스퍼,바이엘 04 레버쿠젠,,,,
848031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,오른발,4,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
848034079,애슐리 콜,LB,체이서,잉글랜드,왼발,3,LA 갤럭시,AS 로마,첼시,크리스털 팰리스,아스널,,,,
848037576,호나우두,ST,라인 브레이커,브라질,양발,5,밀라노 FC,레알 마드리드,롬바르디아 FC,FC 바르셀로나,,,,,
848039943,박지성,LM,라인 브레이커,대한민국,양발,5,맨체스터 유나이티드,,,,,,,,
848041236,즐라탄,ST,아크로바틱 피니셔,스웨덴,오른발,4,밀라노 FC,LA 갤럭시,맨체스터 유나이티드,파리 생제르맹,FC 바르셀로나,롬바르디아 FC,유벤투스,아약스,
848045674,마이클 에시앙,CM,2개의 심장,가나,오른발,4,밀라노 FC,레알 마드리드,첼시,올랭피크 리옹,,,,,
848047390,지우베르투,CDM,없음,브라질,오른발,4,아스널,,,,,,,,
848048940,페트르 체흐,GK,없음,체코,왼발,3,아스널,첼시,스타드 렌,스파르타 프라하,,,,,
848051539,에드윈 반데르사르,GK,없음,네덜란드,오른발,3,맨체스터 유나이티드,풀럼,유벤투스,아약스,,,,,
848054050,웨인 루니,ST,없음,잉글랜드,오른발,4,에버턴,맨체스터 유나이티드,,,,,,,
848120274,안토니오 디나탈레,CF,라인 브레이커,이탈리아,양발,5,우디네세,,,,,,,,
848121939,필립 람,RB,없음,독일,양발,5,VfB 슈투트가르트,바이에른 뮌헨,,,,,,,
848121944,슈바인슈타이거,CM,없음,독일,오른발,3,맨체스터 유나이티드,바이에른 뮌헨,,,,,,,
848135455,마이콘,RB,와일드 태클러,브라질,오른발,4,AS 로마,맨체스터 시티,롬바르디아 FC,AS 모나코,,,,,
848137186,안드레아 바르찰리,CB,없음,이탈리아,오른발,3,유벤투스,VfL 볼프스부르크,,,,,,,
848138956,조르조 키엘리니,CB,파이터,이탈리아,왼발,3,유벤투스,피오렌티나,,,,,,,
848140601,네마냐 비디치,CB,없음,세르비아,오른발,3,롬바르디아 FC,맨체스터 유나이티드,,,,,,,
848142754,하비에르 마스체라노,CB,와일드 태클러,아르헨티나,오른발,3,FC 바르셀로나,리버풀,웨스트 햄 유나이티드,,,,,,
848143001,카를로스 테베스,ST,없음,아르헨티나,오른발,4,상하이 선화,유벤투스,맨체스터 시티,맨체스터 유나이티드,웨스트 햄 유나이티드,,,,
848146562,산티 카소를라,CAM,없음,스페인,양발,5,비야레알 CF,아스널,,,,,,,
848156616,프랑크 리베리,LW,없음,프랑스,양발,5,피오렌티나,바이에른 뮌헨,올랭피크 마르세유,갈라타사라이,FC 메스,,,,
848158023,리오넬 메시,CF,없음,아르헨티나,왼발,4,파리 생제르맹,FC 바르셀로나,,,,,,,
848158625,단테,CB,없음,브라질,왼발,4,OGC 니스,VfL 볼프스부르크,바이에른 뮌헨,보루시아 묀헨글라트바흐,LOSC 릴,,,,
848162895,세스크 파브레가스,CAM,없음,스페인,오른발,4,AS 모나코,첼시,FC 바르셀로나,아스널,,,,,
848165153,카림 벤제마,ST,아크로바틱 피니셔,프랑스,양발,5,레알 마드리드,올랭피크 리옹,,,,,,,
848167495,마누엘 노이어,GK,GK 빠른 반응,독일,오른발,4,바이에른 뮌헨,,,,,,,,
848167948,위고 요리스,GK,GK 빠른 반응,프랑스,왼발,1,토트넘 홋스퍼,올랭피크 리옹,OGC 니스,,,,,,
848170890,블레즈 마튀이디,CM,와일드 태클러,프랑스,왼발,3,유벤투스,파리 생제르맹,AS 생테티엔,,,,,,
848173210,클라우디오 마르키시오,CM,없음,이탈리아,오른발,4,유벤투스,,,,,,,,
848173731,가레스 베일,RW,없음,웨일스,왼발,3,토트넘 홋스퍼,레알 마드리드,사우샘프턴,,,,,,
848176580,루이스 수아레스,ST,라인 브레이커,우루과이,양발,5,아틀레티코 마드리드,FC 바르셀로나,리버풀,아약스,,,,,
848176676,마르셀루,LB,없음,브라질,왼발,4,레알 마드리드,,,,,,,,
848177003,루카 모드리치,CM,없음,크로아티아,양발,5,밀라노 FC,레알 마드리드,토트넘 홋스퍼,디나모 자그레브,,,,,
848178509,올리비에 지루,ST,크로스 포쳐,프랑스,왼발,3,LOSC 릴,밀라노 FC,첼시,아스널,몽펠리에 HSC,,,,
848180216,셰이머스 콜먼,RB,2개의 심장,아일랜드,오른발,4,에버턴,,,,,,,,
848180930,에딘 제코,ST,크로스 포쳐,보스니아 헤르체고비나,양발,5,피오렌티나,롬바르디아 FC,AS 로마,맨체스터 시티,VfL 볼프스부르크,,,,
848181783,마리오 만주키치,ST,크로스 포쳐,크로아티아,오른발,4,밀라노 FC,유벤투스,아틀레티코 마드리드,바이에른 뮌헨,VfL 볼프스부르크,디나모 자그레브,,,
848182521,토니 크로스,CM,없음,독일,양발,5,레알 마드리드,바이엘 04 레버쿠젠,바이에른 뮌헨,,,,,,
848183277,에덴 아자르,LW,없음,벨기에,양발,5,레알 마드리드,첼시,LOSC 릴,,,,,,
848184941,알렉시스 산체스,LW,2개의 심장,칠레,오른발,4,세비야 FC,우디네세,롬바르디아 FC,올랭피크 마르세유,맨체스터 유나이티드,아스널,FC 바르셀로나,,
848186345,키어런 트리피어,RB,없음,잉글랜드,오른발,4,뉴캐슬 유나이티드,아틀레티코 마드리드,토트넘 홋스퍼,번리,맨체스터 시티,,,,
848186942,일카이 귄도안,CM,없음,독일,오른발,4,갈라타사라이,맨체스터 시티,FC 바르셀로나,보루시아 도르트문트,,,,,
848188350,마르코 로이스,CAM,라인 브레이커,독일,양발,5,LA 갤럭시,보루시아 도르트문트,보루시아 묀헨글라트바흐,,,,,,
848188377,카일 워커,RB,체이서,잉글랜드,오른발,2,번리,맨체스터 시티,밀라노 FC,토트넘 홋스퍼,애스턴 빌라,셰필드 유나이티드,,,
848188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
848189271,프랑시스 코클랭,CDM,와일드 태클러,프랑스,오른발,4,FC 낭트,비야레알 CF,발렌시아 CF,아스널,SC 프라이부르크,FC 로리앙,,,
848189332,조르디 알바,LB,없음,스페인,왼발,3,FC 바르셀로나,발렌시아 CF,,,,,,,
848189505,페드로,RW,라인 브레이커,스페인,양발,5,라티움,AS 로마,첼시,FC 바르셀로나,,,,,
848189511,세르지오 부스케츠,CDM,없음,스페인,오른발,3,FC 바르셀로나,,,,,,,,
848189513,파레호,CM,와일드 태클러,스페인,오른발,4,비야레알 CF,발렌시아 CF,헤타페 CF,레알 마드리드,,,,,
848190042,마라도나,CF,없음,아르헨티나,왼발,3,세비야 FC,SSC 나폴리,FC 바르셀로나,,,,,,
848190941,L. 흐라데츠키,GK,없음,핀란드,오른발,3,AS 모나코,바이엘 04 레버쿠젠,아인트라흐트 프랑크푸르트,,,,,,
848191202,네마냐 마티치,CDM,없음,세르비아,왼발,3,사수올로,올랭피크 리옹,스타드 렌,AS 로마,맨체스터 유나이티드,첼시,SL 벤피카,,
848192119,티보 쿠르투아,GK,없음,벨기에,왼발,3,레알 마드리드,첼시,아틀레티코 마드리드,KRC 겡크,,,,,
848192318,마리오 괴체,CAM,없음,독일,오른발,4,아인트라흐트 프랑크푸르트,보루시아 도르트문트,바이에른 뮌헨,,,,,,
848192505,로멜루 루카쿠,ST,없음,벨기에,왼발,4,SSC 나폴리,첼시,AS 로마,롬바르디아 FC,맨체스터 유나이티드,에버턴,웨스트 브로미치 앨비언,,
848192638,마르코스 알론소,LWB,2개의 심장,스페인,왼발,3,셀타 비고,FC 바르셀로나,첼시,피오렌티나,레알 마드리드,,,,
848192985,케빈 더브라위너,CAM,없음,벨기에,양발,5,SSC 나폴리,맨체스터 시티,VfL 볼프스부르크,첼시,베르더 브레멘,KRC 겡크,,,
848194765,앙투안 그리즈만,CF,라인 브레이커,프랑스,왼발,4,아틀레티코 마드리드,FC 바르셀로나,레알 소시에다드,,,,,,
848195365,케빈 캄플,CM,없음,슬로베니아,오른발,4,RB 라이프치히,바이엘 04 레버쿠젠,보루시아 도르트문트,레드불 잘츠부르크,,,,,
848197445,데이비드 알라바,LB,없음,오스트리아,왼발,4,레알 마드리드,바이에른 뮌헨,TSG 호펜하임,,,,,,
848197781,이스코,CAM,없음,스페인,오른발,4,레알 베티스,세비야 FC,레알 마드리드,발렌시아 CF,,,,,
848198176,스테판 더브레이,CB,없음,네덜란드,오른발,3,롬바르디아 FC,라티움,페예노르트,,,,,,
848199503,그라니트 자카,CDM,없음,스위스,왼발,3,바이엘 04 레버쿠젠,아스널,보루시아 묀헨글라트바흐,,,,,,
