선수ID,선수이름,포지션,보유신규특성,국가,주발,약발,클럽1,클럽2,클럽3,클럽4,클럽5,클럽6,클럽7,클럽8,클럽9
851220901,다비드 라야,GK,없음,스페인,오른발,3,아스널,블랙번 로버스,,,,,,,
851221671,이재성,CAM,2개의 심장,대한민국,왼발,4,전북 현대 모터스,,,,,,,,
851221697,올리 왓킨스,ST,크로스 포쳐,잉글랜드,오른발,4,애스턴 빌라,,,,,,,,
851222028,율리안 바이글,CDM,2개의 심장,독일,오른발,3,보루시아 묀헨글라트바흐,SL 벤피카,보루시아 도르트문트,,,,,,
851222369,에릭 스미스,CB,없음,스웨덴,오른발,3,,,,,,,,,
851222542,M. 살리아카스,RWB,없음,그리스,오른발,4,,,,,,,,,
851223334,조엘린통,CM,와일드 태클러,브라질,오른발,4,뉴캐슬 유나이티드,TSG 호펜하임,,,,,,,
851223697,로빈 고젠스,LWB,없음,독일,왼발,3,피오렌티나,롬바르디아 FC,베르가모 칼초,,,,,,
851223710,베다트 무리치,ST,크로스 포쳐,코소보,왼발,3,RCD 마요르카,라티움,,,,,,,
851224294,루이스 쿡,CDM,파이터,잉글랜드,오른발,4,리즈 유나이티드,,,,,,,,
851224371,재러드 보언,RW,라인 브레이커,잉글랜드,왼발,4,웨스트 햄 유나이티드,,,,,,,,
851224415,루이스 리오하,LW,없음,스페인,왼발,4,발렌시아 CF,데포르티보 알라베스,셀타 비고,레알 마드리드,,,,,
851224656,올라 에이나,RB,체이서,나이지리아,오른발,4,토리노,풀럼,첼시,,,,,,
851225201,알렉스 베렝게르,LW,없음,스페인,오른발,4,아틀레틱 빌바오,토리노,오사수나,,,,,,
851225539,도미닉 솔랑키,ST,크로스 포쳐,잉글랜드,오른발,4,토트넘 홋스퍼,리버풀,첼시,,,,,,
851226161,마르코스 요렌테,RB,2개의 심장,스페인,양발,5,아틀레티코 마드리드,레알 마드리드,데포르티보 알라베스,,,,,,
851226168,M. 에게슈타인,CDM,2개의 심장,독일,오른발,4,SC 프라이부르크,베르더 브레멘,,,,,,,
851227647,M. 미텔슈테트,LB,없음,독일,왼발,3,VfB 슈투트가르트,헤르타 BSC,,,,,,,
851228805,라이요,CB,없음,스페인,오른발,3,RCD 마요르카,RCD 에스파뇰,,,,,,,
851229582,잔루카 만치니,CB,없음,이탈리아,오른발,3,AS 로마,베르가모 칼초,피오렌티나,,,,,,
851229880,에런 완-비사카,RB,체이서,잉글랜드,오른발,2,웨스트 햄 유나이티드,맨체스터 유나이티드,크리스털 팰리스,,,,,,
851229891,J. 리에르손,RB,없음,노르웨이,오른발,4,보루시아 도르트문트,,,,,,,,
851230872,밀레 스빌라르,GK,GK 빠른 반응,세르비아,오른발,3,AS 로마,SL 벤피카,,,,,,,
851231089,이브라히마 시소코,CDM,없음,말리,오른발,3,FC 낭트,스트라스부르 알자스,,,,,,,
851231416,도디 루케바키오,RW,라인 브레이커,벨기에,왼발,3,SL 벤피카,세비야 FC,헤르타 BSC,VfL 볼프스부르크,왓퍼드,,,,
851232498,이시,CF,없음,스페인,왼발,3,,,,,,,,,
851232658,다니호 두키,CB,없음,네덜란드,오른발,3,아약스,,,,,,,,
851232665,마우로 아람바리,CDM,크로스 포쳐,우루과이,오른발,3,헤타페 CF,,,,,,,,
851232711,옌센 스타에,CM,2개의 심장,덴마크,오른발,4,베르더 브레멘,FC 코펜하겐,,,,,,,
851233301,R. 크리스텐센,RB,2개의 심장,덴마크,오른발,4,아인트라흐트 프랑크푸르트,리즈 유나이티드,AS 로마,레드불 잘츠부르크,아약스,,,,
851234112,도도,RWB,체이서,브라질,오른발,3,피오렌티나,샤흐타르 도네츠크,,,,,,,
851234574,디오구 달로,RWB,와일드 태클러,포르투갈,오른발,4,맨체스터 유나이티드,밀라노 FC,FC 포르투,,,,,,
851234575,디오구 레이트,CB,와일드 태클러,포르투갈,왼발,3,FC 포르투,,,,,,,,
851234730,발랑탕 로지에,RB,와일드 태클러,프랑스,오른발,2,오사수나,OGC 니스,스포르팅 CP,,,,,,
851234824,요안 위사,ST,라인 브레이커,콩고 민주 공화국,오른발,4,뉴캐슬 유나이티드,FC 로리앙,앙제 SCO,,,,,,
851234875,루카스 횔러,ST,없음,독일,오른발,3,SC 프라이부르크,,,,,,,,
851235297,마투시 베로,CM,2개의 심장,슬로바키아,오른발,4,,,,,,,,,
851235353,이스마일라 사르,CAM,라인 브레이커,세네갈,오른발,3,크리스털 팰리스,올랭피크 마르세유,왓퍼드,스타드 렌,FC 메스,,,,
851235405,다라 오셰이,CB,없음,아일랜드,오른발,3,번리,웨스트 브로미치 앨비언,,,,,,,
851235781,산티 코메사냐,CM,와일드 태클러,스페인,양발,5,비야레알 CF,,,,,,,,
851235794,에베레치 에제,CAM,없음,잉글랜드,오른발,4,아스널,크리스털 팰리스,,,,,,,
851236015,M. 깁스-화이트,CAM,없음,잉글랜드,오른발,3,울버햄프턴 원더러스,셰필드 유나이티드,,,,,,,
851236295,아론 마르틴,LB,없음,스페인,왼발,3,제노아,셀타 비고,RCD 에스파뇰,,,,,,
851236401,누사이르 마즈라위,RWB,와일드 태클러,모로코,오른발,4,맨체스터 유나이티드,바이에른 뮌헨,아약스,,,,,,
851236403,에반 은디카,CB,파이터,코트디부아르,왼발,3,AS 로마,아인트라흐트 프랑크푸르트,,,,,,,
851236457,D. 기아눌리스,LWB,없음,그리스,왼발,2,FC 아우크스부르크,,,,,,,,
851236461,장-필리프 마테타,ST,크로스 포쳐,프랑스,양발,5,크리스털 팰리스,올랭피크 리옹,,,,,,,
851236496,마테오 겐두지,CM,파이터,프랑스,오른발,3,라티움,올랭피크 마르세유,헤르타 BSC,아스널,FC 로리앙,,,,
851236532,로빈 코흐,CB,없음,독일,오른발,4,아인트라흐트 프랑크푸르트,리즈 유나이티드,SC 프라이부르크,,,,,,
851236636,앙토니 카시,RWB,없음,프랑스,양발,5,스트라스부르 알자스,,,,,,,,
851236772,D. 소보슬러이,CAM,없음,헝가리,오른발,4,리버풀,RB 라이프치히,레드불 잘츠부르크,,,,,,
851236792,토마시 소우체크,CDM,2개의 심장,체코,오른발,3,웨스트 햄 유나이티드,,,,,,,,
851237646,다니엘 무뇨스,RB,체이서,콜롬비아,오른발,3,크리스털 팰리스,KRC 겡크,,,,,,,
851237681,구보 다케후사,RW,없음,일본,왼발,4,레알 소시에다드,레알 마드리드,RCD 마요르카,헤타페 CF,비야레알 CF,,,,
851237712,V. 카스테야노스,ST,아크로바틱 피니셔,아르헨티나,오른발,3,웨스트 햄 유나이티드,라티움,,,,,,,
851237942,P. 에스투피냔,LB,체이서,에콰도르,왼발,3,밀라노 FC,브라이턴 호브 앨비언,비야레알 CF,왓퍼드,오사수나,RCD 마요르카,그라나다 CF,우디네세,
851238616,페드루 네투,RW,없음,포르투갈,왼발,4,첼시,울버햄프턴 원더러스,라티움,,,,,,
851238756,J. 라르센,ST,크로스 포쳐,노르웨이,오른발,3,크리스털 팰리스,울버햄프턴 원더러스,셀타 비고,밀라노 FC,,,,,
851238900,E. 데미로비치,ST,아크로바틱 피니셔,보스니아 헤르체고비나,오른발,4,VfB 슈투트가르트,FC 아우크스부르크,SC 프라이부르크,데포르티보 알라베스,RB 라이프치히,,,,
851239231,마르크 쿠쿠레야,LB,2개의 심장,스페인,왼발,3,첼시,브라이턴 호브 앨비언,헤타페 CF,FC 바르셀로나,SD 에이바르,,,,
851239367,로빈 하크,LW,라인 브레이커,독일,오른발,4,보루시아 묀헨글라트바흐,아르미니아 빌레펠트,TSG 호펜하임,,,,,,
851239701,로마노 슈미트,CAM,없음,오스트리아,오른발,3,베르더 브레멘,레드불 잘츠부르크,,,,,,,
851240359,오마르 알데레테,CB,파이터,파라과이,왼발,3,헤타페 CF,헤르타 BSC,발렌시아 CF,,,,,,
851240740,C. 허드슨-오도이,LW,없음,잉글랜드,오른발,3,첼시,바이엘 04 레버쿠젠,,,,,,,
851240777,루카 라니에리,CB,없음,이탈리아,왼발,3,피오렌티나,,,,,,,,
851240947,타이릭 미첼,LWB,와일드 태클러,잉글랜드,왼발,3,크리스털 팰리스,,,,,,,,
851240953,N. 테날리아,RB,파이터,아르헨티나,오른발,3,데포르티보 알라베스,,,,,,,,
851240988,데니스 바브로,CB,없음,슬로바키아,오른발,2,VfL 볼프스부르크,FC 코펜하겐,라티움,SD 우에스카,,,,,
851241084,루이스 디아스,LW,크로스 포쳐,콜롬비아,오른발,4,바이에른 뮌헨,리버풀,FC 포르투,,,,,,
851241096,산드로 토날리,CDM,파이터,이탈리아,오른발,4,뉴캐슬 유나이티드,밀라노 FC,,,,,,,
851241159,마크 게히,CB,와일드 태클러,잉글랜드,오른발,4,맨체스터 시티,크리스털 팰리스,첼시,,,,,,
851241236,앤트완 세메뇨,RW,없음,가나,양발,5,맨체스터 시티,,,,,,,,
851241522,요나스 빈,ST,크로스 포쳐,덴마크,오른발,3,VfL 볼프스부르크,FC 코펜하겐,,,,,,,
851241637,A. 추아메니,CDM,체이서,프랑스,오른발,3,레알 마드리드,AS 모나코,,,,,,,
851241721,하파엘 레앙,LW,라인 브레이커,포르투갈,오른발,4,밀라노 FC,LOSC 릴,스포르팅 CP,,,,,,
851241811,세르히오 고메스,LW,없음,스페인,왼발,3,레알 소시에다드,맨체스터 시티,SD 우에스카,보루시아 도르트문트,FC 바르셀로나,,,,
851242201,루이스 미야,CM,없음,스페인,오른발,3,헤타페 CF,그라나다 CF,,,,,,,
851242458,A. 도우비크,ST,크로스 포쳐,우크라이나,왼발,4,AS 로마,디나모 키이우,,,,,,,
851242633,M. 프렌드루프,CDM,체이서,덴마크,오른발,3,제노아,,,,,,,,
851242641,R. 아이트-누리,LWB,체이서,알제리,왼발,3,맨체스터 시티,울버햄프턴 원더러스,앙제 SCO,,,,,,
851242964,앤서니 고든,LW,없음,잉글랜드,오른발,3,뉴캐슬 유나이티드,에버턴,,,,,,,
851243014,브라이언 음뵈모,RW,아크로바틱 피니셔,카메룬,왼발,3,맨체스터 유나이티드,,,,,,,,
851243057,니코 윌리엄스,LB,와일드 태클러,웨일스,오른발,3,리버풀,풀럼,,,,,,,
851243576,페드로 포로,RB,체이서,스페인,오른발,3,토트넘 홋스퍼,스포르팅 CP,레알 바야돌리드,맨체스터 시티,,,,,
851243580,로이스 오펜다,ST,라인 브레이커,벨기에,양발,5,유벤투스,RB 라이프치히,RC 랑스,,,,,,
851243604,후안 크루스,RW,없음,스페인,왼발,3,레알 베티스,,,,,,,,
851243606,K. 루이스-포터,LB,없음,잉글랜드,오른발,3,,,,,,,,,
851243976,카테나,CB,없음,스페인,오른발,3,오사수나,,,,,,,,
851244067,막상스 라크루아,CB,와일드 태클러,프랑스,오른발,2,크리스털 팰리스,VfL 볼프스부르크,,,,,,,
851244238,야카 비욜,CB,없음,슬로베니아,오른발,3,리즈 유나이티드,우디네세,,,,,,,
851244257,J. 부르카르트,ST,크로스 포쳐,독일,양발,5,아인트라흐트 프랑크푸르트,,,,,,,,
851244349,요안 바스케스,CB,와일드 태클러,멕시코,왼발,2,제노아,,,,,,,,
851244380,비탈리 미콜렌코,LB,없음,우크라이나,왼발,2,에버턴,디나모 키이우,,,,,,,
851244717,안토니오 갈로,LB,없음,이탈리아,왼발,2,,,,,,,,,
851244767,카를로스 비센테,RW,없음,스페인,오른발,3,데포르티보 알라베스,,,,,,,,
851245155,모하메드 쿠두스,LW,라인 브레이커,가나,왼발,4,토트넘 홋스퍼,웨스트 햄 유나이티드,아약스,,,,,,
851245336,맥스 킬먼,CB,와일드 태클러,잉글랜드,왼발,4,웨스트 햄 유나이티드,울버햄프턴 원더러스,,,,,,,
851245426,마라시 쿰불라,CB,없음,알바니아,오른발,3,RCD 마요르카,AS 로마,RCD 에스파뇰,사수올로,엘라스 베로나,,,,
851246242,불라예 디아,CF,없음,세네갈,양발,5,라티움,비야레알 CF,스타드 랭스,,,,,,
851246618,아담 흘로제크,ST,아크로바틱 피니셔,체코,양발,5,TSG 호펜하임,바이엘 04 레버쿠젠,스파르타 프라하,,,,,,
851247229,라울 벨라노바,RWB,없음,이탈리아,오른발,3,베르가모 칼초,토리노,롬바르디아 FC,칼리아리,밀라노 FC,,,,
851247851,브루누 기마랑이스,CDM,2개의 심장,브라질,오른발,3,뉴캐슬 유나이티드,올랭피크 리옹,,,,,,,
851247888,S. 에스포지토,ST,없음,이탈리아,오른발,4,칼리아리,롬바르디아 FC,삼프도리아,,,,,,
851248148,수비멘디,CDM,2개의 심장,스페인,오른발,4,아스널,레알 소시에다드,,,,,,,
851248484,네이선 콜린스,CB,없음,아일랜드,오른발,3,울버햄프턴 원더러스,번리,스토크 시티,,,,,,
851250723,K. 코네,CM,체이서,프랑스,오른발,3,AS 로마,보루시아 묀헨글라트바흐,,,,,,,
851250959,안젤로 슈틸러,CDM,없음,독일,왼발,3,VfB 슈투트가르트,TSG 호펜하임,바이에른 뮌헨,,,,,,
851251421,브레넌 존슨,RW,크로스 포쳐,웨일스,오른발,4,크리스털 팰리스,토트넘 홋스퍼,,,,,,,
851251517,그바르디올,LB,없음,크로아티아,양발,5,맨체스터 시티,RB 라이프치히,디나모 자그레브,,,,,,
851251566,가브리엘 마르티넬리,LW,라인 브레이커,브라질,오른발,4,아스널,,,,,,,,
851251805,위리엔 팀버,RB,없음,네덜란드,오른발,3,아스널,아약스,,,,,,,
851254243,엘리엇 앤더슨,CM,와일드 태클러,잉글랜드,오른발,4,뉴캐슬 유나이티드,,,,,,,,
851254579,L. 다쿠냐,CM,없음,프랑스,왼발,3,OGC 니스,스타드 렌,,,,,,,
851254796,노니 마두에케,RW,없음,잉글랜드,왼발,4,아스널,첼시,,,,,,,
851255001,니콜로 로벨라,CDM,없음,이탈리아,오른발,4,라티움,유벤투스,제노아,,,,,,
851255565,미토마 가오루,LW,없음,일본,오른발,4,브라이턴 호브 앨비언,,,,,,,,
851255566,사무 코스타,CDM,없음,포르투갈,왼발,2,RCD 마요르카,,,,,,,,
851256292,얀 쇠프너,CDM,2개의 심장,독일,오른발,3,,,,,,,,,
851256612,에바니우송,ST,아크로바틱 피니셔,브라질,오른발,4,FC 포르투,,,,,,,,
851257075,파울 네벨,CAM,없음,독일,양발,5,,,,,,,,,
851257191,안톤 슈타흐,CDM,체이서,독일,양발,5,리즈 유나이티드,TSG 호펜하임,,,,,,,
851257278,아르튀르 테아트,CB,파이터,벨기에,왼발,3,아인트라흐트 프랑크푸르트,스타드 렌,볼로냐,,,,,,
851257470,안토니 엘랑가,RW,라인 브레이커,스웨덴,양발,5,뉴캐슬 유나이티드,맨체스터 유나이티드,,,,,,,
851257980,단 은도이,LW,없음,스위스,오른발,3,볼로냐,OGC 니스,,,,,,,
851258432,크리슬랑 마치마,CB,없음,프랑스,오른발,3,FC 아우크스부르크,AS 모나코,FC 로리앙,,,,,,
851258908,얀 폴 반헤커,CB,와일드 태클러,네덜란드,오른발,3,브라이턴 호브 앨비언,블랙번 로버스,,,,,,,
851258937,아이마르 오로스,CAM,없음,스페인,오른발,3,오사수나,,,,,,,,
851259066,F. 보요모,CB,체이서,카메룬,오른발,2,오사수나,레알 바야돌리드,,,,,,,
851259197,니콜라스 잭슨,ST,라인 브레이커,세네갈,오른발,3,바이에른 뮌헨,첼시,비야레알 CF,,,,,,
851259694,밍게사,LWB,없음,스페인,오른발,3,셀타 비고,FC 바르셀로나,,,,,,,
851259848,J. 아람부루,RB,와일드 태클러,베네수엘라,오른발,3,레알 소시에다드,,,,,,,,
851260178,후안 이글레시아스,RB,없음,스페인,오른발,4,헤타페 CF,레알 바야돌리드,,,,,,,
851260247,모건 로저스,CAM,없음,잉글랜드,양발,5,애스턴 빌라,미들즈브러,맨체스터 시티,웨스트 브로미치 앨비언,,,,,
851260290,마빈 피어링어,ST,크로스 포쳐,독일,오른발,3,SC 프라이부르크,,,,,,,,
851260592,베냐민 셰슈코,ST,크로스 포쳐,슬로베니아,오른발,4,맨체스터 유나이티드,RB 라이프치히,레드불 잘츠부르크,,,,,,
851260926,케빈 샤데,LW,라인 브레이커,독일,오른발,4,SC 프라이부르크,,,,,,,,
851261188,I. 은디아예,LW,없음,세네갈,양발,5,에버턴,올랭피크 마르세유,셰필드 유나이티드,,,,,,
851261654,O. 엘힐랄리,RB,와일드 태클러,모로코,오른발,3,RCD 에스파뇰,,,,,,,,
851261659,센 리넌,CDM,없음,벨기에,오른발,3,베르더 브레멘,,,,,,,,
851261865,미겔 구티에레스,LB,없음,스페인,왼발,3,SSC 나폴리,레알 마드리드,,,,,,,
851262118,T. 리브라멘토,RB,2개의 심장,잉글랜드,오른발,4,뉴캐슬 유나이티드,사우샘프턴,첼시,,,,,,
851262394,S. 뵈케마,CB,체이서,네덜란드,오른발,3,SSC 나폴리,볼로냐,,,,,,,
851262402,세르지 카르도나,LB,체이서,스페인,왼발,3,비야레알 CF,,,,,,,,
851262859,리바이 콜윌,CB,없음,잉글랜드,왼발,3,첼시,브라이턴 호브 앨비언,,,,,,,
851263765,톰 비쇼프,CM,와일드 태클러,독일,왼발,3,바이에른 뮌헨,TSG 호펜하임,,,,,,,
851264172,카르모나,RB,없음,스페인,오른발,3,세비야 FC,헤타페 CF,엘체 CF,,,,,,
851264388,몰레이로,LW,없음,스페인,오른발,4,비야레알 CF,,,,,,,,
851264697,모하메드 아무라,CF,라인 브레이커,알제리,오른발,3,VfL 볼프스부르크,,,,,,,,
851265650,사울 코코,CB,없음,적도 기니,오른발,3,토리노,RCD 에스파뇰,,,,,,,
851265726,세사르 타레가,CB,파이터,스페인,오른발,3,발렌시아 CF,레알 바야돌리드,,,,,,,
851268474,로렌초 루카,ST,크로스 포쳐,이탈리아,오른발,3,SSC 나폴리,우디네세,아약스,,,,,,
851268573,F. 바스키로토,CB,없음,이탈리아,오른발,3,,,,,,,,,
851268804,마리오 힐라,CB,와일드 태클러,스페인,오른발,3,라티움,레알 마드리드,,,,,,,
851268896,H. 라르손,CM,아크로바틱 피니셔,스웨덴,오른발,3,아인트라흐트 프랑크푸르트,,,,,,,,
851269181,디에고 코폴라,CB,와일드 태클러,이탈리아,오른발,3,브라이턴 호브 앨비언,엘라스 베로나,,,,,,,
851270077,K. 쿨리에라키스,CB,없음,그리스,왼발,2,VfL 볼프스부르크,,,,,,,,
851270728,카를로스 로메로,LB,없음,스페인,왼발,2,RCD 에스파뇰,비야레알 CF,,,,,,,
851270857,마테우스 페르난데스,CAM,2개의 심장,포르투갈,오른발,4,웨스트 햄 유나이티드,사우샘프턴,스포르팅 CP,,,,,,
851272500,카를로스 발레바,CDM,파이터,카메룬,왼발,3,브라이턴 호브 앨비언,LOSC 릴,,,,,,,
851276295,티에르노 바리,ST,크로스 포쳐,프랑스,오른발,4,에버턴,비야레알 CF,,,,,,,
851277839,N. 크르스토비치,ST,없음,몬테네그로,양발,5,베르가모 칼초,,,,,,,,
851277954,K. 일디즈,LW,없음,튀르키예,양발,5,유벤투스,,,,,,,,
851278016,무릴루,CB,체이서,브라질,왼발,3,,,,,,,,,
852000041,이니에스타,CM,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
852000194,스티브 맥매너먼,LM,없음,잉글랜드,오른발,4,맨체스터 시티,레알 마드리드,리버풀,,,,,,
852000246,폴 스콜스,CM,크로스 포쳐,잉글랜드,오른발,4,맨체스터 유나이티드,,,,,,,,
852000488,올리버 칸,GK,GK 빠른 반응,독일,오른발,2,바이에른 뮌헨,,,,,,,,
852001025,후이 코스타,CAM,없음,포르투갈,오른발,4,SL 벤피카,밀라노 FC,피오렌티나,,,,,,
852001041,하비에르 사네티,CDM,없음,아르헨티나,오른발,4,롬바르디아 FC,,,,,,,,
852001075,델피에로,LW,없음,이탈리아,양발,5,유벤투스,,,,,,,,
852001088,알레산드로 네스타,CB,체이서,이탈리아,오른발,3,밀라노 FC,라티움,,,,,,,
852001179,잔루이지 부폰,GK,없음,이탈리아,오른발,2,파르마,유벤투스,파리 생제르맹,,,,,,
852001183,파비오 칸나바로,CB,와일드 태클러,이탈리아,오른발,3,유벤투스,레알 마드리드,롬바르디아 FC,파르마,SSC 나폴리,,,,
852001201,잔프랑코 졸라,CF,없음,이탈리아,양발,5,칼리아리,첼시,파르마,SSC 나폴리,,,,,
852001419,파트리크 비에이라,CDM,2개의 심장,프랑스,오른발,3,맨체스터 시티,롬바르디아 FC,유벤투스,아스널,밀라노 FC,,,,
852004202,젠나로 가투소,CDM,파이터,이탈리아,오른발,3,밀라노 FC,레인저스,,,,,,,
852004231,히바우두,CAM,크로스 포쳐,브라질,왼발,3,밀라노 FC,FC 바르셀로나,,,,,,,
852005471,프랭크 램파드,CAM,2개의 심장,잉글랜드,오른발,4,맨체스터 시티,첼시,웨스트 햄 유나이티드,,,,,,
852006235,파벨 네드베드,LM,2개의 심장,체코,양발,5,유벤투스,라티움,스파르타 프라하,,,,,,
852007518,베론,CAM,아크로바틱 피니셔,아르헨티나,오른발,4,롬바르디아 FC,첼시,맨체스터 유나이티드,라티움,파르마,삼프도리아,,,
852007826,로빈 반페르시,ST,크로스 포쳐,네덜란드,왼발,4,페예노르트,맨체스터 유나이티드,아스널,,,,,,
852009676,사뮈엘 에토,ST,크로스 포쳐,카메룬,오른발,4,삼프도리아,에버턴,첼시,롬바르디아 FC,FC 바르셀로나,RCD 마요르카,레알 마드리드,RCD 에스파뇰,
852010264,뤼트 반니스텔로이,ST,크로스 포쳐,네덜란드,오른발,3,함부르크 SV,레알 마드리드,맨체스터 유나이티드,,,,,,
852010535,차비,CM,없음,스페인,오른발,4,FC 바르셀로나,,,,,,,,
852011141,미로슬라프 클로제,ST,크로스 포쳐,독일,오른발,4,라티움,바이에른 뮌헨,베르더 브레멘,,,,,,
852013383,나카타 히데토시,CAM,아크로바틱 피니셔,일본,오른발,4,피오렌티나,볼로냐,파르마,AS 로마,,,,,
852013743,스티븐 제라드,RM,아크로바틱 피니셔,잉글랜드,오른발,4,LA 갤럭시,리버풀,,,,,,,
852028765,제 호베르투,CM,2개의 심장,브라질,왼발,3,함부르크 SV,바이에른 뮌헨,바이엘 04 레버쿠젠,레알 마드리드,,,,,
852031432,디디에 드로그바,ST,크로스 포쳐,코트디부아르,오른발,4,첼시,갈라타사라이,상하이 선화,올랭피크 마르세유,,,,,
852034079,애슐리 콜,LB,체이서,잉글랜드,왼발,3,LA 갤럭시,AS 로마,첼시,크리스털 팰리스,아스널,,,,
852037576,호나우두,ST,아크로바틱 피니셔,브라질,양발,5,밀라노 FC,레알 마드리드,롬바르디아 FC,FC 바르셀로나,,,,,
852048940,페트르 체흐,GK,없음,체코,왼발,3,아스널,첼시,스타드 렌,스파르타 프라하,,,,,
852053302,다니엘레 데로시,CDM,파이터,이탈리아,오른발,4,AS 로마,,,,,,,,
852074462,제라르 마르틴,LB,없음,스페인,왼발,3,FC 바르셀로나,,,,,,,,
852121944,슈바인슈타이거,RM,없음,독일,오른발,4,맨체스터 유나이티드,바이에른 뮌헨,,,,,,,
852138123,에스테반 캄비아소,CDM,2개의 심장,아르헨티나,왼발,4,레스터 시티,롬바르디아 FC,레알 마드리드,,,,,,
852139869,베슬리 스네이더,CAM,없음,네덜란드,양발,5,OGC 니스,갈라타사라이,롬바르디아 FC,레알 마드리드,아약스,,,,
852146562,산티 카소를라,LW,없음,스페인,양발,5,비야레알 CF,아스널,,,,,,,
852150418,마리오 고메스,ST,크로스 포쳐,독일,오른발,4,VfB 슈투트가르트,VfL 볼프스부르크,피오렌티나,바이에른 뮌헨,,,,,
852158023,리오넬 메시,RW,없음,아르헨티나,왼발,4,파리 생제르맹,FC 바르셀로나,,,,,,,
852166149,우고 산체스,ST,크로스 포쳐,멕시코,왼발,4,레알 마드리드,아틀레티코 마드리드,,,,,,,
852166676,루디 펠러,ST,라인 브레이커,독일,오른발,4,바이엘 04 레버쿠젠,올랭피크 마르세유,AS 로마,베르더 브레멘,,,,,
852167198,에릭 칸토나,CF,아크로바틱 피니셔,프랑스,오른발,4,맨체스터 유나이티드,리즈 유나이티드,몽펠리에 HSC,올랭피크 마르세유,,,,,
852168473,베켄바워,CB,없음,독일,양발,5,함부르크 SV,바이에른 뮌헨,,,,,,,
852170320,L. 데실베스트리,RB,체이서,이탈리아,오른발,3,볼로냐,토리노,삼프도리아,피오렌티나,라티움,,,,
852171877,마레크 함시크,CAM,2개의 심장,슬로바키아,양발,5,SSC 나폴리,,,,,,,,
852176580,루이스 수아레스,ST,크로스 포쳐,우루과이,양발,5,아틀레티코 마드리드,FC 바르셀로나,리버풀,아약스,,,,,
852176676,마르셀루,LB,없음,브라질,왼발,4,레알 마드리드,,,,,,,,
852176944,마루안 펠라이니,CM,파이터,벨기에,오른발,3,산둥 타이산,맨체스터 유나이티드,에버턴,,,,,,
852178509,올리비에 지루,ST,크로스 포쳐,프랑스,왼발,3,LOSC 릴,밀라노 FC,첼시,아스널,몽펠리에 HSC,,,,
852182521,토니 크로스,CM,없음,독일,양발,5,레알 마드리드,바이엘 04 레버쿠젠,바이에른 뮌헨,,,,,,
852183711,조던 헨더슨,CDM,체이서,잉글랜드,오른발,3,아약스,리버풀,,,,,,,
852186153,보이치에흐 슈체스니,GK,없음,폴란드,오른발,3,FC 바르셀로나,유벤투스,AS 로마,아스널,,,,,
852186942,일카이 귄도안,CM,아크로바틱 피니셔,독일,오른발,4,갈라타사라이,맨체스터 시티,FC 바르셀로나,보루시아 도르트문트,,,,,
852188350,마르코 로이스,CAM,라인 브레이커,독일,양발,5,LA 갤럭시,보루시아 도르트문트,보루시아 묀헨글라트바흐,,,,,,
852188545,레반도프스키,ST,크로스 포쳐,폴란드,양발,5,FC 바르셀로나,바이에른 뮌헨,보루시아 도르트문트,,,,,,
852188567,P. 오바메양,ST,크로스 포쳐,가봉,오른발,4,올랭피크 마르세유,첼시,FC 바르셀로나,아스널,보루시아 도르트문트,AS 생테티엔,AS 모나코,LOSC 릴,밀라노 FC
852189117,로만 뷔어키,GK,없음,스위스,오른발,2,보루시아 도르트문트,SC 프라이부르크,,,,,,,
852189332,조르디 알바,LB,없음,스페인,왼발,3,FC 바르셀로나,발렌시아 CF,,,,,,,
852189505,페드로,LW,라인 브레이커,스페인,양발,5,라티움,AS 로마,첼시,FC 바르셀로나,,,,,
852189511,세르지오 부스케츠,CDM,없음,스페인,오른발,3,FC 바르셀로나,,,,,,,,
852189596,토마스 뮐러,RW,크로스 포쳐,독일,양발,5,바이에른 뮌헨,,,,,,,,
852189908,우카시 스코룹스키,GK,없음,폴란드,오른발,3,볼로냐,AS 로마,,,,,,,
852190042,마라도나,CAM,없음,아르헨티나,왼발,3,세비야 FC,SSC 나폴리,FC 바르셀로나,,,,,,
852190044,보비 무어,CB,없음,잉글랜드,오른발,4,풀럼,웨스트 햄 유나이티드,,,,,,,
852190048,게르트 뮐러,ST,크로스 포쳐,독일,양발,5,바이에른 뮌헨,,,,,,,,
852190815,데일리 블린트,CB,없음,네덜란드,왼발,3,바이에른 뮌헨,아약스,맨체스터 유나이티드,,,,,,
852191189,로타어 마테우스,CM,2개의 심장,독일,양발,5,바이에른 뮌헨,롬바르디아 FC,보루시아 묀헨글라트바흐,,,,,,
852191208,차범근,ST,라인 브레이커,대한민국,양발,5,바이엘 04 레버쿠젠,아인트라흐트 프랑크푸르트,,,,,,,
852192387,치로 임모빌레,ST,크로스 포쳐,이탈리아,오른발,4,볼로냐,라티움,세비야 FC,토리노,보루시아 도르트문트,유벤투스,제노아,,
852192448,M. 테어슈테겐,GK,없음,독일,오른발,4,FC 바르셀로나,보루시아 묀헨글라트바흐,,,,,,,
852192985,케빈 더브라위너,CAM,없음,벨기에,양발,5,SSC 나폴리,맨체스터 시티,VfL 볼프스부르크,첼시,베르더 브레멘,KRC 겡크,,,
