경기일시,결과,내득점,상대득점,점유율,전체슛,유효슛,감아차기슛,감아차기골,헤딩슛,헤딩골,프리킥슛,프리킥골,PK슛,PK골,박스안슛,박스안골,박스밖슛,박스밖골,패스시도,패스성공,패스성공률(%),숏패스시도,숏패스성공,중거리패스시도,중거리패스성공,롱패스시도,롱패스성공,스루패스시도,스루패스성공,로빙스루시도,로빙스루성공,드리블시도,드리블성공,드리블거리,볼소유시도,볼소유성공,공중볼경합시도,공중볼경합성공,태클시도,태클성공,블락시도,블락성공,가로채기,차단성공,코너킥,오프사이드,파울,경고,퇴장
2026-03-20 0:00,패,3,6,50,7,0,0,0,1,0,1,0,0,0,4,2,3,1,132,119,90.2,86,80,0,0,2,1,30,27,0,0,0,0,0,0,0,0,0,12,7,4,0,0,0,1,1,1,0,1
2026-03-19 23:48,무,2,2,48,3,0,0,0,1,1,0,0,0,0,2,2,1,0,115,101,87.8,72,69,0,0,9,4,27,22,0,0,0,0,0,0,0,0,0,10,4,5,1,0,0,2,1,1,0,0
2026-03-19 23:36,승,2,0,44,4,0,0,0,0,0,0,0,0,0,3,1,1,1,116,100,86.2,67,64,0,0,8,3,31,27,0,0,0,0,0,0,0,0,0,7,5,9,1,0,0,2,0,0,0,0
2026-03-19 14:41,패,4,5,47,6,0,0,0,1,0,0,0,0,0,4,2,2,2,152,137,90.1,84,80,0,0,6,2,43,37,0,0,0,0,0,0,0,0,0,15,7,9,2,0,0,1,1,3,0,0
2026-03-19 10:48,승,4,0,58,5,0,0,0,0,0,0,0,0,0,5,4,0,0,101,90,89.1,59,54,0,0,5,4,28,25,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0
2026-03-19 10:40,승,3,1,46,4,0,0,0,1,1,0,0,0,0,4,3,0,0,116,99,85.3,67,61,0,0,6,4,35,30,1,0,0,0,0,0,0,0,0,9,5,8,1,0,0,1,1,0,0,0
2026-03-19 10:29,패,1,2,54,7,0,0,0,2,0,0,0,0,0,3,1,4,0,128,115,89.8,78,75,0,0,10,7,22,22,1,1,0,0,0,0,0,0,0,5,2,10,1,0,0,3,1,4,1,0
2026-03-17 14:42,패,2,6,43,5,0,0,0,0,0,0,0,0,0,2,1,3,1,99,94,94.9,62,58,0,0,2,2,24,24,1,1,0,0,0,0,0,0,0,11,5,7,1,0,0,0,1,2,0,0
2026-03-17 14:30,승,2,1,49,3,0,0,0,0,0,0,0,0,0,2,2,1,0,103,94,91.3,51,50,0,0,5,1,33,31,0,0,0,0,0,0,0,0,0,15,7,8,1,0,0,0,0,1,1,0
2026-03-16 15:01,패,0,3,46,4,0,0,0,0,0,0,0,0,0,3,0,1,0,93,86,92.5,57,56,0,0,2,2,23,20,0,0,0,0,0,0,0,0,0,9,3,10,1,0,0,1,0,3,0,1
